IpAddr,AddrType,Proto,Port,PortState,Reason,TTL,ServiceName,Banner
80.234.58.192,ipv4,tcp,443,open,syn-ack,52,,
46.148.96.111,ipv4,tcp,80,open,syn-ack,48,,
46.146.225.209,ipv4,tcp,80,open,syn-ack,48,,
84.38.189.76,ipv4,tcp,443,open,syn-ack,114,,
84.242.197.100,ipv4,tcp,443,open,syn-ack,47,,
79.98.209.252,ipv4,tcp,443,open,syn-ack,49,,
82.200.66.118,ipv4,tcp,443,open,syn-ack,50,,
82.208.70.205,ipv4,tcp,443,open,syn-ack,50,,
85.30.244.137,ipv4,tcp,443,open,syn-ack,47,,
82.204.182.237,ipv4,tcp,443,open,syn-ack,41,,
62.231.181.235,ipv4,tcp,443,open,syn-ack,112,,
85.12.197.210,ipv4,tcp,3389,open,syn-ack,113,,
46.254.19.118,ipv4,tcp,80,open,syn-ack,50,,
62.148.227.173,ipv4,tcp,80,open,syn-ack,114,,
62.113.112.137,ipv4,tcp,80,open,syn-ack,51,,
62.76.145.233,ipv4,tcp,80,open,syn-ack,48,,
62.113.113.156,ipv4,tcp,443,open,syn-ack,115,,
82.208.122.94,ipv4,tcp,80,open,syn-ack,238,,
85.28.30.1,ipv4,tcp,80,open,syn-ack,50,,
46.254.20.151,ipv4,tcp,443,open,syn-ack,47,,
79.104.58.194,ipv4,tcp,443,open,syn-ack,54,,
81.176.69.196,ipv4,tcp,443,open,syn-ack,46,,
82.146.57.207,ipv4,tcp,443,open,syn-ack,46,,
82.146.37.123,ipv4,tcp,443,open,syn-ack,48,,
83.217.9.182,ipv4,tcp,443,open,syn-ack,53,,
46.232.116.65,ipv4,tcp,80,open,syn-ack,45,,
46.151.10.48,ipv4,tcp,80,open,syn-ack,48,,
46.232.19.37,ipv4,tcp,80,open,syn-ack,41,,
79.137.174.26,ipv4,tcp,80,open,syn-ack,50,,
80.66.84.169,ipv4,tcp,80,open,syn-ack,52,,
80.90.187.9,ipv4,tcp,80,open,syn-ack,52,,
80.76.42.131,ipv4,tcp,80,open,syn-ack,51,,
78.107.234.126,ipv4,tcp,3389,open,syn-ack,46,,
79.142.100.34,ipv4,tcp,80,open,syn-ack,52,,
78.29.37.129,ipv4,tcp,80,open,syn-ack,50,,
51.250.35.43,ipv4,tcp,3389,open,syn-ack,111,,
77.83.119.84,ipv4,tcp,443,open,syn-ack,42,,
62.78.45.186,ipv4,tcp,443,open,syn-ack,48,,
77.222.52.11,ipv4,tcp,443,open,syn-ack,49,,
77.223.120.247,ipv4,tcp,443,open,syn-ack,48,,
82.202.244.182,ipv4,tcp,443,open,syn-ack,49,,
81.211.72.90,ipv4,tcp,443,open,syn-ack,117,,
79.173.87.213,ipv4,tcp,80,open,syn-ack,51,,
79.164.102.196,ipv4,tcp,80,open,syn-ack,46,,
79.175.45.190,ipv4,tcp,80,open,syn-ack,54,,
80.250.164.98,ipv4,tcp,80,open,syn-ack,48,,
80.65.30.93,ipv4,tcp,80,open,syn-ack,53,,
80.87.197.9,ipv4,tcp,80,open,syn-ack,46,,
85.8.186.77,ipv4,tcp,80,open,syn-ack,112,,
80.243.10.132,ipv4,tcp,80,open,syn-ack,50,,
84.201.148.15,ipv4,tcp,80,open,syn-ack,46,,
81.4.210.138,ipv4,tcp,80,open,syn-ack,51,,
79.122.211.70,ipv4,tcp,80,open,syn-ack,48,,
79.174.78.40,ipv4,tcp,80,open,syn-ack,48,,
51.250.3.33,ipv4,tcp,443,open,syn-ack,47,,
85.30.232.239,ipv4,tcp,80,open,syn-ack,47,,
62.76.134.176,ipv4,tcp,443,open,syn-ack,237,,
79.137.226.78,ipv4,tcp,443,open,syn-ack,51,,
80.249.149.214,ipv4,tcp,443,open,syn-ack,50,,
77.242.108.245,ipv4,tcp,443,open,syn-ack,50,,
82.202.194.44,ipv4,tcp,443,open,syn-ack,50,,
77.50.153.186,ipv4,tcp,443,open,syn-ack,109,,
46.191.224.222,ipv4,tcp,443,open,syn-ack,50,,
83.69.197.238,ipv4,tcp,3389,open,syn-ack,110,,
81.23.119.78,ipv4,tcp,443,open,syn-ack,48,,
79.171.115.84,ipv4,tcp,443,open,syn-ack,50,,
46.61.209.56,ipv4,tcp,80,open,syn-ack,115,,
84.201.145.122,ipv4,tcp,443,open,syn-ack,44,,
84.51.98.255,ipv4,tcp,443,open,syn-ack,54,,
79.135.87.18,ipv4,tcp,443,open,syn-ack,44,,
85.88.169.153,ipv4,tcp,80,open,syn-ack,48,,
84.201.176.205,ipv4,tcp,80,open,syn-ack,46,,
81.222.115.26,ipv4,tcp,443,open,syn-ack,54,,
85.88.189.177,ipv4,tcp,80,open,syn-ack,47,,
82.142.140.250,ipv4,tcp,443,open,syn-ack,117,,
62.76.186.104,ipv4,tcp,80,open,syn-ack,49,,
46.254.19.81,ipv4,tcp,80,open,syn-ack,50,,
62.220.53.238,ipv4,tcp,80,open,syn-ack,44,,
77.82.80.237,ipv4,tcp,80,open,syn-ack,48,,
62.141.96.11,ipv4,tcp,443,open,syn-ack,53,,
83.166.250.68,ipv4,tcp,3389,open,syn-ack,115,,
46.165.1.90,ipv4,tcp,80,open,syn-ack,49,,
46.172.192.118,ipv4,tcp,80,open,syn-ack,113,,
82.119.154.88,ipv4,tcp,443,open,syn-ack,241,,
80.83.250.19,ipv4,tcp,443,open,syn-ack,48,,
82.208.103.75,ipv4,tcp,443,open,syn-ack,52,,
83.219.158.71,ipv4,tcp,443,open,syn-ack,49,,
62.183.22.113,ipv4,tcp,80,open,syn-ack,48,,
62.122.242.71,ipv4,tcp,80,open,syn-ack,116,,
80.93.58.40,ipv4,tcp,80,open,syn-ack,44,,
80.237.85.135,ipv4,tcp,80,open,syn-ack,51,,
79.143.28.53,ipv4,tcp,80,open,syn-ack,48,,
81.163.62.44,ipv4,tcp,3389,open,syn-ack,113,,
80.90.187.151,ipv4,tcp,80,open,syn-ack,52,,
80.249.131.250,ipv4,tcp,80,open,syn-ack,49,,
79.165.232.128,ipv4,tcp,80,open,syn-ack,49,,
77.220.170.2,ipv4,tcp,80,open,syn-ack,44,,
80.79.241.136,ipv4,tcp,3389,open,syn-ack,112,,
81.28.170.173,ipv4,tcp,3389,open,syn-ack,112,,
81.89.82.14,ipv4,tcp,443,open,syn-ack,51,,
77.247.243.141,ipv4,tcp,80,open,syn-ack,48,,
77.34.2.181,ipv4,tcp,3389,open,syn-ack,112,,
46.147.193.143,ipv4,tcp,443,open,syn-ack,46,,
79.98.213.25,ipv4,tcp,80,open,syn-ack,51,,
78.138.128.12,ipv4,tcp,80,open,syn-ack,49,,
78.41.196.45,ipv4,tcp,80,open,syn-ack,112,,
78.155.202.125,ipv4,tcp,443,open,syn-ack,111,,
62.152.44.225,ipv4,tcp,3389,open,syn-ack,112,,
51.250.35.146,ipv4,tcp,3389,open,syn-ack,111,,
62.84.122.115,ipv4,tcp,443,open,syn-ack,47,,
77.83.117.161,ipv4,tcp,443,open,syn-ack,43,,
77.247.243.231,ipv4,tcp,443,open,syn-ack,49,,
83.102.161.38,ipv4,tcp,443,open,syn-ack,48,,
81.200.114.152,ipv4,tcp,443,open,syn-ack,56,,
81.95.25.3,ipv4,tcp,443,open,syn-ack,52,,
82.204.136.158,ipv4,tcp,443,open,syn-ack,41,,
79.140.96.62,ipv4,tcp,443,open,syn-ack,114,,
82.202.204.46,ipv4,tcp,443,open,syn-ack,48,,
82.202.162.177,ipv4,tcp,443,open,syn-ack,46,,
82.198.16.149,ipv4,tcp,443,open,syn-ack,51,,
81.28.166.185,ipv4,tcp,443,open,syn-ack,49,,
78.85.28.7,ipv4,tcp,80,open,syn-ack,50,,
78.140.223.121,ipv4,tcp,80,open,syn-ack,50,,
62.84.125.159,ipv4,tcp,80,open,syn-ack,44,,
80.249.129.30,ipv4,tcp,80,open,syn-ack,46,,
81.176.228.60,ipv4,tcp,80,open,syn-ack,110,,
80.78.245.162,ipv4,tcp,80,open,syn-ack,48,,
80.66.82.210,ipv4,tcp,80,open,syn-ack,55,,
81.161.120.99,ipv4,tcp,80,open,syn-ack,49,,
81.177.214.133,ipv4,tcp,80,open,syn-ack,51,,
83.143.32.134,ipv4,tcp,80,open,syn-ack,42,,
79.142.163.207,ipv4,tcp,80,open,syn-ack,41,,
80.78.254.158,ipv4,tcp,80,open,syn-ack,49,,
80.79.246.105,ipv4,tcp,80,open,syn-ack,114,,
79.133.177.219,ipv4,tcp,80,open,syn-ack,54,,
84.201.188.207,ipv4,tcp,80,open,syn-ack,47,,
80.71.152.98,ipv4,tcp,3389,open,syn-ack,51,,
77.222.43.11,ipv4,tcp,443,open,syn-ack,47,,
82.146.50.46,ipv4,tcp,443,open,syn-ack,47,,
46.182.29.87,ipv4,tcp,443,open,syn-ack,49,,
77.88.6.104,ipv4,tcp,3389,open,syn-ack,57,,
46.232.127.89,ipv4,tcp,443,open,syn-ack,42,,
80.73.174.35,ipv4,tcp,443,open,syn-ack,49,,
81.17.13.97,ipv4,tcp,443,open,syn-ack,48,,
84.201.185.226,ipv4,tcp,443,open,syn-ack,46,,
85.26.220.86,ipv4,tcp,443,open,syn-ack,53,,
84.201.160.6,ipv4,tcp,443,open,syn-ack,47,,
84.38.183.50,ipv4,tcp,443,open,syn-ack,49,,
46.235.184.61,ipv4,tcp,443,open,syn-ack,50,,
81.89.69.174,ipv4,tcp,443,open,syn-ack,109,,
46.243.201.125,ipv4,tcp,443,open,syn-ack,43,,
46.254.19.3,ipv4,tcp,80,open,syn-ack,50,,
77.39.15.203,ipv4,tcp,80,open,syn-ack,52,,
85.26.161.2,ipv4,tcp,3389,open,syn-ack,117,,
77.45.189.80,ipv4,tcp,80,open,syn-ack,48,,
62.76.66.17,ipv4,tcp,443,open,syn-ack,49,,
82.202.220.149,ipv4,tcp,80,open,syn-ack,50,,
85.12.233.83,ipv4,tcp,80,open,syn-ack,46,,
84.201.150.179,ipv4,tcp,80,open,syn-ack,47,,
46.138.251.63,ipv4,tcp,80,open,syn-ack,45,,
82.202.201.141,ipv4,tcp,443,open,syn-ack,48,,
83.166.105.76,ipv4,tcp,443,open,syn-ack,47,,
80.78.248.36,ipv4,tcp,443,open,syn-ack,49,,
80.78.248.95,ipv4,tcp,443,open,syn-ack,48,,
83.69.226.2,ipv4,tcp,443,open,syn-ack,45,,
62.113.112.177,ipv4,tcp,3389,open,syn-ack,115,,
62.152.95.202,ipv4,tcp,80,open,syn-ack,48,,
46.52.213.121,ipv4,tcp,80,open,syn-ack,48,,
79.140.31.141,ipv4,tcp,80,open,syn-ack,45,,
79.165.71.14,ipv4,tcp,80,open,syn-ack,47,,
79.126.69.109,ipv4,tcp,80,open,syn-ack,50,,
80.237.85.74,ipv4,tcp,80,open,syn-ack,114,,
80.66.84.225,ipv4,tcp,80,open,syn-ack,52,,
82.116.34.53,ipv4,tcp,3389,open,syn-ack,116,,
78.29.38.0,ipv4,tcp,80,open,syn-ack,51,,
79.137.250.79,ipv4,tcp,80,open,syn-ack,46,,
46.182.25.242,ipv4,tcp,443,open,syn-ack,49,,
77.244.219.114,ipv4,tcp,80,open,syn-ack,49,,
83.217.8.20,ipv4,tcp,80,open,syn-ack,51,,
78.109.44.235,ipv4,tcp,80,open,syn-ack,38,,
82.202.162.74,ipv4,tcp,443,open,syn-ack,47,,
82.202.224.226,ipv4,tcp,443,open,syn-ack,50,,
80.65.30.11,ipv4,tcp,80,open,syn-ack,53,,
80.64.169.189,ipv4,tcp,80,open,syn-ack,46,,
78.155.197.149,ipv4,tcp,80,open,syn-ack,113,,
80.250.164.90,ipv4,tcp,80,open,syn-ack,48,,
80.78.245.93,ipv4,tcp,80,open,syn-ack,48,,
81.5.90.184,ipv4,tcp,80,open,syn-ack,37,,
80.87.145.64,ipv4,tcp,80,open,syn-ack,47,,
80.65.19.74,ipv4,tcp,80,open,syn-ack,53,,
46.235.189.103,ipv4,tcp,443,open,syn-ack,50,,
77.37.255.41,ipv4,tcp,80,open,syn-ack,43,,
85.12.235.5,ipv4,tcp,443,open,syn-ack,50,,
46.182.29.100,ipv4,tcp,443,open,syn-ack,50,,
81.177.141.66,ipv4,tcp,443,open,syn-ack,47,,
81.177.141.70,ipv4,tcp,443,open,syn-ack,47,,
81.5.119.32,ipv4,tcp,443,open,syn-ack,45,,
81.177.141.223,ipv4,tcp,443,open,syn-ack,47,,
80.78.254.18,ipv4,tcp,443,open,syn-ack,48,,
81.177.141.231,ipv4,tcp,443,open,syn-ack,47,,
82.117.163.58,ipv4,tcp,443,open,syn-ack,111,,
84.201.180.48,ipv4,tcp,443,open,syn-ack,47,,
84.201.159.212,ipv4,tcp,443,open,syn-ack,46,,
84.53.242.220,ipv4,tcp,443,open,syn-ack,47,,
84.201.135.221,ipv4,tcp,80,open,syn-ack,46,,
84.201.136.30,ipv4,tcp,80,open,syn-ack,44,,
77.222.54.151,ipv4,tcp,443,open,syn-ack,49,,
81.211.1.58,ipv4,tcp,443,open,syn-ack,54,,
62.109.25.113,ipv4,tcp,443,open,syn-ack,48,,
62.109.5.93,ipv4,tcp,443,open,syn-ack,46,,
62.205.191.244,ipv4,tcp,80,open,syn-ack,49,,
84.22.197.42,ipv4,tcp,80,open,syn-ack,46,,
83.239.56.134,ipv4,tcp,443,open,syn-ack,111,,
82.149.198.154,ipv4,tcp,443,open,syn-ack,47,,
81.177.136.25,ipv4,tcp,443,open,syn-ack,47,,
82.146.57.53,ipv4,tcp,443,open,syn-ack,46,,
82.208.76.67,ipv4,tcp,443,open,syn-ack,50,,
84.53.247.71,ipv4,tcp,443,open,syn-ack,111,,
62.122.102.41,ipv4,tcp,80,open,syn-ack,48,,
62.109.30.51,ipv4,tcp,80,open,syn-ack,47,,
46.187.55.101,ipv4,tcp,80,open,syn-ack,55,,
79.140.31.70,ipv4,tcp,80,open,syn-ack,46,,
80.66.84.153,ipv4,tcp,80,open,syn-ack,52,,
80.90.186.206,ipv4,tcp,80,open,syn-ack,52,,
78.140.246.27,ipv4,tcp,80,open,syn-ack,51,,
80.64.172.43,ipv4,tcp,80,open,syn-ack,50,,
79.174.14.242,ipv4,tcp,80,open,syn-ack,49,,
80.66.84.232,ipv4,tcp,80,open,syn-ack,52,,
79.174.69.215,ipv4,tcp,3389,open,syn-ack,110,,
81.177.143.107,ipv4,tcp,3389,open,syn-ack,110,,
77.244.208.252,ipv4,tcp,443,open,syn-ack,49,,
46.148.186.218,ipv4,tcp,443,open,syn-ack,112,,
78.25.108.164,ipv4,tcp,80,open,syn-ack,116,,
78.24.216.63,ipv4,tcp,80,open,syn-ack,47,,
77.247.243.105,ipv4,tcp,80,open,syn-ack,49,,
81.200.116.74,ipv4,tcp,443,open,syn-ack,56,,
77.222.52.29,ipv4,tcp,80,open,syn-ack,47,,
82.162.56.36,ipv4,tcp,443,open,syn-ack,49,,
78.153.130.74,ipv4,tcp,80,open,syn-ack,237,,
77.245.215.92,ipv4,tcp,80,open,syn-ack,50,,
46.61.130.121,ipv4,tcp,443,open,syn-ack,49,,
78.25.99.190,ipv4,tcp,443,open,syn-ack,53,,
62.113.119.77,ipv4,tcp,443,open,syn-ack,53,,
77.235.215.117,ipv4,tcp,443,open,syn-ack,48,,
82.146.60.56,ipv4,tcp,443,open,syn-ack,46,,
81.200.114.202,ipv4,tcp,443,open,syn-ack,56,,
81.23.97.82,ipv4,tcp,443,open,syn-ack,49,,
81.200.115.37,ipv4,tcp,443,open,syn-ack,56,,
80.85.159.95,ipv4,tcp,80,open,syn-ack,45,,
80.93.56.136,ipv4,tcp,80,open,syn-ack,47,,
79.174.12.199,ipv4,tcp,80,open,syn-ack,46,,
81.176.228.111,ipv4,tcp,80,open,syn-ack,46,,
81.161.220.152,ipv4,tcp,80,open,syn-ack,110,,
80.78.254.181,ipv4,tcp,80,open,syn-ack,49,,
62.122.96.12,ipv4,tcp,443,open,syn-ack,46,,
81.23.0.7,ipv4,tcp,80,open,syn-ack,117,,
80.250.173.151,ipv4,tcp,80,open,syn-ack,51,,
62.84.124.183,ipv4,tcp,443,open,syn-ack,47,,
78.140.220.60,ipv4,tcp,3389,open,syn-ack,113,,
82.194.236.243,ipv4,tcp,443,open,syn-ack,49,,
46.148.230.193,ipv4,tcp,443,open,syn-ack,114,,
81.9.112.6,ipv4,tcp,443,open,syn-ack,109,,
84.201.145.149,ipv4,tcp,443,open,syn-ack,47,,
84.201.254.121,ipv4,tcp,443,open,syn-ack,47,,
84.252.134.93,ipv4,tcp,443,open,syn-ack,44,,
84.201.185.248,ipv4,tcp,443,open,syn-ack,46,,
84.201.186.122,ipv4,tcp,443,open,syn-ack,46,,
82.202.189.132,ipv4,tcp,443,open,syn-ack,48,,
83.136.51.39,ipv4,tcp,443,open,syn-ack,47,,
83.137.218.26,ipv4,tcp,3389,open,syn-ack,49,,
46.73.127.92,ipv4,tcp,443,open,syn-ack,55,,
85.28.15.119,ipv4,tcp,80,open,syn-ack,50,,
62.109.11.234,ipv4,tcp,443,open,syn-ack,46,,
81.177.48.54,ipv4,tcp,443,open,syn-ack,110,,
62.84.105.11,ipv4,tcp,443,open,syn-ack,46,,
62.76.145.96,ipv4,tcp,80,open,syn-ack,47,,
62.33.191.38,ipv4,tcp,80,open,syn-ack,50,,
62.109.14.91,ipv4,tcp,80,open,syn-ack,48,,
62.113.112.35,ipv4,tcp,80,open,syn-ack,51,,
62.173.149.16,ipv4,tcp,80,open,syn-ack,49,,
77.246.100.175,ipv4,tcp,80,open,syn-ack,51,,
77.37.192.6,ipv4,tcp,443,open,syn-ack,46,,
82.146.36.102,ipv4,tcp,80,open,syn-ack,48,,
46.232.126.57,ipv4,tcp,443,open,syn-ack,40,,
83.217.205.100,ipv4,tcp,443,open,syn-ack,47,,
77.123.248.180,ipv4,tcp,3389,open,syn-ack,112,,
82.200.78.74,ipv4,tcp,443,open,syn-ack,49,,
82.146.57.194,ipv4,tcp,443,open,syn-ack,48,,
62.113.112.68,ipv4,tcp,3389,open,syn-ack,117,,
46.232.116.73,ipv4,tcp,80,open,syn-ack,43,,
62.78.50.86,ipv4,tcp,80,open,syn-ack,48,,
84.38.182.118,ipv4,tcp,443,open,syn-ack,50,,
62.109.30.47,ipv4,tcp,80,open,syn-ack,47,,
46.226.165.69,ipv4,tcp,80,open,syn-ack,49,,
78.155.199.57,ipv4,tcp,80,open,syn-ack,48,,
79.133.150.150,ipv4,tcp,80,open,syn-ack,50,,
80.66.84.105,ipv4,tcp,80,open,syn-ack,52,,
79.137.187.219,ipv4,tcp,3389,open,syn-ack,113,,
81.22.49.50,ipv4,tcp,3389,open,syn-ack,113,,
77.222.62.67,ipv4,tcp,443,open,syn-ack,51,,
78.155.212.189,ipv4,tcp,443,open,syn-ack,116,,
77.51.208.213,ipv4,tcp,443,open,syn-ack,48,,
62.76.11.177,ipv4,tcp,443,open,syn-ack,240,,
79.164.40.225,ipv4,tcp,443,open,syn-ack,47,,
78.108.89.136,ipv4,tcp,443,open,syn-ack,47,,
81.211.112.211,ipv4,tcp,443,open,syn-ack,53,,
83.166.225.19,ipv4,tcp,443,open,syn-ack,242,,
82.112.23.22,ipv4,tcp,443,open,syn-ack,114,,
80.78.244.238,ipv4,tcp,80,open,syn-ack,48,,
80.78.245.43,ipv4,tcp,80,open,syn-ack,48,,
80.85.159.236,ipv4,tcp,80,open,syn-ack,115,,
46.147.123.95,ipv4,tcp,443,open,syn-ack,51,,
85.12.231.66,ipv4,tcp,80,open,syn-ack,46,,
84.201.128.30,ipv4,tcp,80,open,syn-ack,46,,
62.176.18.151,ipv4,tcp,443,open,syn-ack,48,,
81.29.130.44,ipv4,tcp,80,open,syn-ack,50,,
46.161.7.2,ipv4,tcp,443,open,syn-ack,50,,
46.235.189.55,ipv4,tcp,443,open,syn-ack,50,,
46.231.208.213,ipv4,tcp,443,open,syn-ack,247,,
80.78.254.166,ipv4,tcp,80,open,syn-ack,47,,
77.246.159.185,ipv4,tcp,80,open,syn-ack,48,,
80.250.173.139,ipv4,tcp,443,open,syn-ack,51,,
85.12.213.56,ipv4,tcp,443,open,syn-ack,45,,
77.73.69.201,ipv4,tcp,443,open,syn-ack,50,,
82.202.223.98,ipv4,tcp,443,open,syn-ack,47,,
81.200.113.172,ipv4,tcp,443,open,syn-ack,56,,
46.232.126.208,ipv4,tcp,443,open,syn-ack,41,,
80.82.58.172,ipv4,tcp,443,open,syn-ack,52,,
81.19.130.127,ipv4,tcp,443,open,syn-ack,52,,
80.237.111.191,ipv4,tcp,443,open,syn-ack,49,,
84.201.145.106,ipv4,tcp,443,open,syn-ack,47,,
84.201.160.14,ipv4,tcp,443,open,syn-ack,46,,
84.201.159.238,ipv4,tcp,443,open,syn-ack,46,,
84.201.139.169,ipv4,tcp,443,open,syn-ack,47,,
83.220.170.239,ipv4,tcp,443,open,syn-ack,48,,
84.201.160.25,ipv4,tcp,443,open,syn-ack,47,,
62.113.116.179,ipv4,tcp,443,open,syn-ack,51,,
62.76.90.6,ipv4,tcp,443,open,syn-ack,54,,
84.237.112.7,ipv4,tcp,80,open,syn-ack,50,,
81.211.121.210,ipv4,tcp,443,open,syn-ack,244,,
81.177.48.21,ipv4,tcp,443,open,syn-ack,110,,
84.201.176.132,ipv4,tcp,80,open,syn-ack,47,,
82.146.50.3,ipv4,tcp,443,open,syn-ack,47,,
51.250.11.36,ipv4,tcp,443,open,syn-ack,46,,
62.117.106.68,ipv4,tcp,443,open,syn-ack,113,,
46.229.187.30,ipv4,tcp,80,open,syn-ack,49,,
62.109.15.25,ipv4,tcp,80,open,syn-ack,48,,
62.152.84.29,ipv4,tcp,80,open,syn-ack,237,,
46.254.19.27,ipv4,tcp,80,open,syn-ack,50,,
46.243.201.228,ipv4,tcp,80,open,syn-ack,46,,
80.78.248.66,ipv4,tcp,443,open,syn-ack,49,,
81.177.176.171,ipv4,tcp,443,open,syn-ack,46,,
81.177.176.151,ipv4,tcp,443,open,syn-ack,46,,
82.202.242.34,ipv4,tcp,443,open,syn-ack,49,,
83.137.54.160,ipv4,tcp,443,open,syn-ack,54,,
83.102.178.54,ipv4,tcp,443,open,syn-ack,49,,
46.173.178.162,ipv4,tcp,80,open,syn-ack,52,,
46.232.119.132,ipv4,tcp,80,open,syn-ack,43,,
46.232.112.2,ipv4,tcp,80,open,syn-ack,43,,
79.170.152.166,ipv4,tcp,80,open,syn-ack,55,,
80.66.84.146,ipv4,tcp,80,open,syn-ack,52,,
79.134.197.220,ipv4,tcp,80,open,syn-ack,248,,
80.80.99.187,ipv4,tcp,80,open,syn-ack,39,,
46.72.143.40,ipv4,tcp,80,open,syn-ack,55,,
81.177.143.103,ipv4,tcp,3389,open,syn-ack,110,,
78.41.196.44,ipv4,tcp,80,open,syn-ack,112,,
79.122.155.182,ipv4,tcp,80,open,syn-ack,46,,
77.94.104.92,ipv4,tcp,80,open,syn-ack,113,,
78.30.243.35,ipv4,tcp,80,open,syn-ack,114,,
80.78.240.154,ipv4,tcp,443,open,syn-ack,48,,
77.83.117.145,ipv4,tcp,443,open,syn-ack,43,,
81.177.139.55,ipv4,tcp,443,open,syn-ack,47,,
82.202.244.183,ipv4,tcp,443,open,syn-ack,47,,
82.151.197.200,ipv4,tcp,443,open,syn-ack,48,,
82.148.12.212,ipv4,tcp,443,open,syn-ack,50,,
82.193.134.199,ipv4,tcp,443,open,syn-ack,43,,
81.177.139.202,ipv4,tcp,443,open,syn-ack,47,,
80.85.159.97,ipv4,tcp,80,open,syn-ack,44,,
78.41.109.127,ipv4,tcp,80,open,syn-ack,55,,
78.110.58.232,ipv4,tcp,80,open,syn-ack,49,,
79.135.224.6,ipv4,tcp,80,open,syn-ack,52,,
81.177.32.220,ipv4,tcp,80,open,syn-ack,46,,
84.201.168.66,ipv4,tcp,80,open,syn-ack,44,,
81.18.134.36,ipv4,tcp,80,open,syn-ack,49,,
85.21.8.44,ipv4,tcp,80,open,syn-ack,50,,
62.76.13.181,ipv4,tcp,443,open,syn-ack,54,,
46.254.247.16,ipv4,tcp,443,open,syn-ack,46,,
46.243.183.56,ipv4,tcp,3389,open,syn-ack,114,,
46.229.215.213,ipv4,tcp,3389,open,syn-ack,114,,
84.52.110.220,ipv4,tcp,443,open,syn-ack,110,,
81.5.78.119,ipv4,tcp,443,open,syn-ack,45,,
80.249.148.55,ipv4,tcp,443,open,syn-ack,50,,
46.146.64.130,ipv4,tcp,80,open,syn-ack,48,,
46.161.14.17,ipv4,tcp,80,open,syn-ack,49,,
85.26.140.78,ipv4,tcp,443,open,syn-ack,53,,
84.252.134.56,ipv4,tcp,443,open,syn-ack,47,,
84.201.145.181,ipv4,tcp,443,open,syn-ack,47,,
84.252.128.208,ipv4,tcp,443,open,syn-ack,46,,
85.15.70.228,ipv4,tcp,443,open,syn-ack,46,,
85.12.197.166,ipv4,tcp,3389,open,syn-ack,113,,
83.171.124.39,ipv4,tcp,443,open,syn-ack,48,,
46.254.16.168,ipv4,tcp,443,open,syn-ack,50,,
82.200.50.186,ipv4,tcp,443,open,syn-ack,112,,
77.37.160.221,ipv4,tcp,443,open,syn-ack,50,,
62.109.12.152,ipv4,tcp,443,open,syn-ack,47,,
46.251.88.31,ipv4,tcp,443,open,syn-ack,50,,
46.232.124.112,ipv4,tcp,80,open,syn-ack,42,,
83.171.106.11,ipv4,tcp,3389,open,syn-ack,112,,
62.112.127.188,ipv4,tcp,80,open,syn-ack,45,,
77.73.28.4,ipv4,tcp,80,open,syn-ack,55,,
77.91.195.34,ipv4,tcp,80,open,syn-ack,48,,
46.163.176.187,ipv4,tcp,80,open,syn-ack,48,,
81.177.176.112,ipv4,tcp,443,open,syn-ack,46,,
83.172.56.254,ipv4,tcp,443,open,syn-ack,111,,
62.152.43.107,ipv4,tcp,3389,open,syn-ack,112,,
62.109.15.31,ipv4,tcp,3389,open,syn-ack,112,,
62.109.6.93,ipv4,tcp,80,open,syn-ack,48,,
46.229.215.26,ipv4,tcp,80,open,syn-ack,50,,
62.183.2.133,ipv4,tcp,80,open,syn-ack,47,,
62.32.77.110,ipv4,tcp,80,open,syn-ack,48,,
62.173.149.174,ipv4,tcp,3389,open,syn-ack,114,,
62.78.86.96,ipv4,tcp,80,open,syn-ack,51,,
46.147.242.65,ipv4,tcp,80,open,syn-ack,52,,
46.235.78.115,ipv4,tcp,80,open,syn-ack,51,,
85.26.193.156,ipv4,tcp,443,open,syn-ack,50,,
46.150.133.203,ipv4,tcp,80,open,syn-ack,49,,
46.173.6.167,ipv4,tcp,80,open,syn-ack,51,,
82.146.41.246,ipv4,tcp,443,open,syn-ack,48,,
80.80.99.224,ipv4,tcp,80,open,syn-ack,44,,
80.234.11.117,ipv4,tcp,80,open,syn-ack,50,,
80.66.84.203,ipv4,tcp,80,open,syn-ack,52,,
80.234.11.102,ipv4,tcp,80,open,syn-ack,48,,
79.164.226.134,ipv4,tcp,80,open,syn-ack,51,,
80.89.6.245,ipv4,tcp,80,open,syn-ack,48,,
82.138.32.24,ipv4,tcp,3389,open,syn-ack,112,,
81.23.177.140,ipv4,tcp,3389,open,syn-ack,116,,
81.28.168.86,ipv4,tcp,443,open,syn-ack,47,,
81.200.116.46,ipv4,tcp,443,open,syn-ack,56,,
78.30.222.125,ipv4,tcp,80,open,syn-ack,50,,
82.179.89.47,ipv4,tcp,80,open,syn-ack,50,,
79.133.66.38,ipv4,tcp,80,open,syn-ack,51,,
81.177.6.133,ipv4,tcp,80,open,syn-ack,47,,
82.140.123.34,ipv4,tcp,80,open,syn-ack,52,,
46.229.64.69,ipv4,tcp,3389,open,syn-ack,110,,
77.223.120.118,ipv4,tcp,443,open,syn-ack,48,,
62.109.1.244,ipv4,tcp,443,open,syn-ack,48,,
81.28.167.31,ipv4,tcp,443,open,syn-ack,49,,
81.177.139.96,ipv4,tcp,443,open,syn-ack,47,,
81.200.114.151,ipv4,tcp,443,open,syn-ack,56,,
